dias,hora_1,hora_2,hora_3,hora_4,hora_5,hora_6,hora_7,hora_8,hora_9,hora_10,hora_11,hora_12,hora_13,hora_14,hora_15,hora_16,hora_17,hora_18,hora_19,hora_20,hora_21,hora_22,hora_23,hora_24,
02-Apr-2000,101408.619,95834.1543,92944.6598,91750.4959,92269.3321,97571.9363,88770.486,87009.9778,89698.5478,91847.2689,93305.2276,94683.8035,95315.8615,92043.5102,91368.6099,89586.3137,88946.7165,98735.3219,154768.5638,166865.0546,156057.5554,138496.7938,113026.878,95496.3751,
03-Apr-2000,86677.9198,83484.1601,81550.9024,81057.0378,86005.8335,102397.0153,97476.6463,99292.7877,107670.0557,111117.9124,116591.4044,118004.8126,111273.7306,113303.1493,118462.7446,117548.3628,117402.6044,124250.5196,171690.5646,178120.6141,161987.8356,142371.0728,115018.9977,93780.3462,
04-Apr-2000,88328.5927,84701.0268,83035.0514,82842.7009,88671.3188,104502.3117,102907.6405,104248.7415,113114.2511,115180.3503,120850.9624,119563.9348,112081.5524,114731.3174,121987.9292,121246.4686,122150.8158,131865.9277,176431.4031,177627.7818,162629.9728,143175.9992,115309.5562,95146.2386,
05-Apr-2000,87232.3398,83491.2162,81643.3514,81861.0747,86999.4178,102599.8416,102805.4795,103964.3522,112809.6279,115056.5376,120459.4924,120531.2584,112231.4637,113855.4769,119699.6558,119894.9767,121747.2768,129205.4631,171822.9159,176179.5974,160667.8569,141355.6943,113184.1548,93207.3508,
06-Apr-2000,86687.4862,83102.0637,81504.8931,81811.0572,86060.3395,102109.0207,101017.3384,105876.0886,113679.8052,116031.5013,121070.1103,120621.2359,112832.9359,114864.2998,122458.1439,123368.5331,124172.0289,135745.3618,181337.2055,187225.5734,171024.6872,151492.4123,122738.7868,102225.8617,
07-Apr-2000,95760.9446,92315.239,90688.6058,91026.9848,95933.0338,111531.646,108935.6366,112485.4375,120706.9414,123726.0841,126636.2781,126558.6306,120167.7304,123189.7034,130230.8176,129347.4777,131837.356,140484.0383,192862.1792,198177.4322,182059.4976,161891.9104,133968.3231,113055.5722,
08-Apr-2000,105960.0251,102296.6977,100629.7685,101044.695,105345.2273,115622.048,112366.8568,116512.6701,126050.4968,130538.1162,135460.5765,137193.6465,132615.7222,127443.2728,126544.8494,126868.8497,125230.7844,134678.3909,197803.2401,205850.159,190513.1778,169098.3122,141974.2241,120227.6516,
